Country,Year,Quarter,Day,Month Name,Product,Segment,Sales,Avg Sale per Unit,COGS,Discounts,Gross Sales,Manufacturing Price,Month Number,Profit,Profit Margin %,Sale Price,Total COGS,Units Sold,Discount Band,Profit Check,Performance,Profit Class,Profit Bin,Profitable,Revenue Category,Sales Category,Segment Code,Revenue Flag
Canada,2014,Qtr 4,1,December,Carretera,Midmarket,29670.0,12.9,23000.0,4830.0,34500.0,3,12,6670.0,22.48,15,23000.0,2300,High,6670.0,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 4,1,December,Montana,Midmarket,29670.0,12.9,23000.0,4830.0,34500.0,5,12,6670.0,22.48,15,23000.0,2300,High,6670.0,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 4,1,December,Paseo,Channel Partners,27713.4,11.4,7293.0,1458.6,29172.0,10,12,20420.4,73.68,12,7293.0,2431,Medium,20420.4,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 4,1,December,Paseo,Enterprise,334302.5,122.5,327480.0,6822.5,341125.0,10,12,6822.5,2.04,125,327480.0,2729,Low,6822.5,Low,High,Medium,Yes,High,High,ENT,Star
Canada,2014,Qtr 4,1,December,Paseo,Government,978236.0,343.0,741520.0,19964.0,998200.0,10,12,236716.0,24.2,350,741520.0,2852,Low,236716.0,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 4,1,December,Paseo,Government,36340.0,20.0,18170.0,0.0,36340.0,10,12,18170.0,50.0,20,18170.0,1817,,18170.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,December,Paseo,Small Business,563304.0,294.0,479000.0,11496.0,574800.0,10,12,84304.0,14.97,300,479000.0,1916,Low,84304.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,December,Velo,Channel Partners,27713.4,11.4,7293.0,1458.6,29172.0,120,12,20420.4,73.68,12,7293.0,2431,Medium,20420.4,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 4,1,December,Velo,Government,10298.82,6.51,7910.0,775.18,11074.0,120,12,2388.82,23.2,7,7910.0,1582,Medium,2388.82,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,December,VTT,Enterprise,334302.5,122.5,327480.0,6822.5,341125.0,250,12,6822.5,2.04,125,327480.0,2729,Low,6822.5,Low,High,Medium,Yes,High,High,ENT,Star
Canada,2014,Qtr 4,1,December,VTT,Government,10298.82,6.51,7910.0,775.18,11074.0,250,12,2388.82,23.2,7,7910.0,1582,Medium,2388.82,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,December,VTT,Government,36340.0,20.0,18170.0,0.0,36340.0,250,12,18170.0,50.0,20,18170.0,1817,,18170.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2013,Qtr 3,1,September,Carretera,Enterprise,109972.5,107.5,122760.0,17902.5,127875.0,3,9,-12787.5,-11.63,125,122760.0,1023,High,-12787.5,Loss,Low,Low,No,High,High,ENT,Problem
France,2013,Qtr 3,1,September,Montana,Small Business,87906.0,273.0,80500.0,8694.0,96600.0,5,9,7406.0,8.42,300,80500.0,322,Medium,7406.0,Low,High,Medium,Yes,Medium,Medium,SMB,Normal
France,2013,Qtr 3,1,September,Paseo,Government,6711.81,6.51,5155.0,505.19,7217.0,10,9,1556.81,23.2,7,5155.0,1031,Medium,1556.8100000000004,Excellent,High,Low,Yes,Low,Low,GOV,Normal
France,2013,Qtr 3,1,September,Paseo,Midmarket,8235.0,15.0,5490.0,0.0,8235.0,10,9,2745.0,33.33,15,5490.0,549,,2745.0,Excellent,High,Low,Yes,Low,Low,MID,Normal
France,2013,Qtr 3,1,September,Velo,Government,49929.0,17.8,28050.0,6171.0,56100.0,120,9,21879.0,43.82,20,28050.0,2805,High,21879.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2013,Qtr 3,1,September,VTT,Channel Partners,24395.28,10.92,6702.0,2412.72,26808.0,250,9,17693.28,72.53,12,6702.0,2234,Medium,17693.28,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2013,Qtr 3,1,September,VTT,Government,534450.0,350.0,397020.0,0.0,534450.0,250,9,137430.0,25.71,350,397020.0,1527,,137430.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2013,Qtr 4,1,October,Amarilla,Government,692235.74,198.9755,546775.0,44185.26,736421.0,520,20,145460.74,21.01,357,546775.0,3479,Medium,145460.74,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2013,Qtr 4,1,October,Carretera,Channel Partners,12794.64,10.68,3594.0,1581.36,14376.0,3,10,9200.64,71.91,12,3594.0,1198,High,9200.64,Excellent,High,Medium,Yes,Low,Low,CP,Normal
France,2013,Qtr 4,1,October,Montana,Government,42263.34,13.3745,24585.0,2697.66,44961.0,10,20,17678.34,41.83,27,24585.0,3160,Medium,17678.339999999997,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,October,Paseo,Channel Partners,12794.64,10.68,3594.0,1581.36,14376.0,10,10,9200.64,71.91,12,3594.0,1198,High,9200.64,Excellent,High,Medium,Yes,Low,Low,CP,Normal
France,2013,Qtr 4,1,October,Paseo,Enterprise,83600.0,118.75,84480.0,4400.0,88000.0,10,10,-880.0,-1.05,125,84480.0,704,Medium,-880.0,Loss,Low,Low,No,Medium,Medium,ENT,Problem
France,2013,Qtr 4,1,October,Paseo,Government,33031.6,18.8,17570.0,2108.4,35140.0,10,10,15461.6,46.81,20,17570.0,1757,Medium,15461.6,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,October,Paseo,Midmarket,29254.5,13.5,21670.0,3250.5,32505.0,10,10,7584.5,25.93,15,21670.0,2167,High,7584.5,Excellent,High,Medium,Yes,Low,Low,MID,Normal
France,2013,Qtr 4,1,October,Velo,Enterprise,83600.0,118.75,84480.0,4400.0,88000.0,120,10,-880.0,-1.05,125,84480.0,704,Medium,-880.0,Loss,Low,Low,No,Medium,Medium,ENT,Problem
France,2013,Qtr 4,1,October,Velo,Government,683004.0,329.0,539760.0,43596.0,726600.0,120,10,143244.0,20.97,350,539760.0,2076,Medium,143244.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2013,Qtr 4,1,October,Velo,Small Business,344322.0,282.0,305250.0,21978.0,366300.0,120,10,39072.0,11.35,300,305250.0,1221,Medium,39072.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2013,Qtr 4,1,October,VTT,Midmarket,29254.5,13.5,21670.0,3250.5,32505.0,250,10,7584.5,25.93,15,21670.0,2167,High,7584.5,Excellent,High,Medium,Yes,Low,Low,MID,Normal
France,2013,Qtr 4,1,October,VTT,Small Business,344322.0,282.0,305250.0,21978.0,366300.0,250,10,39072.0,11.35,300,305250.0,1221,Medium,39072.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2013,Qtr 4,1,November,Amarilla,Midmarket,4766.85,14.85,3210.0,48.15,4815.0,260,11,1556.85,32.66,15,3210.0,321,Low,1556.8500000000004,Excellent,High,Low,Yes,Low,Low,MID,Normal
France,2013,Qtr 4,1,November,Carretera,Government,14714.7,6.86,10725.0,300.3,15015.0,3,11,3989.7,27.11,7,10725.0,2145,Low,3989.7000000000007,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,November,Montana,Enterprise,211233.75,113.75,222840.0,20891.25,232125.0,5,11,-11606.25,-5.49,125,222840.0,1857,Medium,-11606.25,Loss,Low,Low,No,High,High,ENT,Problem
France,2013,Qtr 4,1,November,Paseo,Channel Partners,20991.6,11.76,5355.0,428.4,21420.0,10,11,15636.6,74.49,12,5355.0,1785,Low,15636.6,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2013,Qtr 4,1,November,Paseo,Government,578522.0,301.0,499720.0,94178.0,672700.0,10,11,78802.0,13.62,350,499720.0,1922,High,78802.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2013,Qtr 4,1,November,Velo,Small Business,106536.0,276.0,96500.0,9264.0,115800.0,120,11,10036.0,9.42,300,96500.0,386,Medium,10036.0,Low,High,High,Yes,High,High,SMB,Star
France,2013,Qtr 4,1,November,VTT,Government,48812.4,18.2,26820.0,4827.6,53640.0,250,11,21992.4,45.05,20,26820.0,2682,Medium,21992.4,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,December,Amarilla,Channel Partners,3341.52,10.92,918.0,330.48,3672.0,260,12,2423.52,72.53,12,918.0,306,Medium,2423.52,Excellent,High,Low,Yes,Low,Low,CP,Normal
France,2013,Qtr 4,1,December,Carretera,Enterprise,166725.0,112.5,177840.0,18525.0,185250.0,3,12,-11115.0,-6.67,125,177840.0,1482,High,-11115.0,Loss,Low,Low,No,High,High,ENT,Problem
France,2013,Qtr 4,1,December,Montana,Small Business,313104.0,264.0,296500.0,42696.0,355800.0,5,12,16604.0,5.3,300,296500.0,1186,High,16604.0,Low,High,High,Yes,High,High,SMB,Star
France,2013,Qtr 4,1,December,Paseo,Government,14204.4,6.65,10680.0,747.6,14952.0,10,12,3524.4,24.81,7,10680.0,2136,Medium,3524.4,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,December,Paseo,Midmarket,32558.4,14.4,22610.0,1356.6,33915.0,10,12,9948.4,30.56,15,22610.0,2261,Low,9948.4,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2013,Qtr 4,1,December,Velo,Government,19627.0,19.0,10330.0,1033.0,20660.0,120,12,9297.0,47.37,20,10330.0,1033,Medium,9297.0,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
France,2013,Qtr 4,1,December,VTT,Government,385581.0,301.0,333060.0,62769.0,448350.0,250,12,52521.0,13.62,350,333060.0,1281,High,52521.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 1,1,January,Amarilla,Enterprise,233531.25,117.4704,238500.0,14906.25,248437.5,260,1,-4968.75,-2.13,125,238500.0,1988,Medium,-4968.75,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 1,1,January,Carretera,Government,44378.4,17.5965,25215.0,6051.6,50430.0,3,1,19163.4,43.18,20,25215.0,2522,High,19163.4,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 1,1,January,Montana,Government,460346.25,332.6201,359970.0,24228.75,484575.0,5,1,100376.25,21.8,350,359970.0,1384,Medium,100376.25,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 1,1,January,Paseo,Government,27338.85,6.93,19725.0,276.15,27615.0,10,1,7613.85,27.85,7,19725.0,3945,Low,7613.8499999999985,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
France,2014,Qtr 1,1,January,Paseo,Small Business,708439.5,291.0598,608625.0,21910.5,730350.0,10,1,99814.5,14.09,300,608625.0,2434,Low,99814.5,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 1,1,January,Velo,Midmarket,52167.375,13.0484,39975.0,7795.125,59962.5,120,1,12192.375,23.37,15,39975.0,3998,High,12192.375,Excellent,High,High,Yes,Medium,Medium,MID,Normal
France,2014,Qtr 1,1,January,VTT,Channel Partners,18519.12,10.68,5202.0,2288.88,20808.0,250,1,13317.12,71.91,12,5202.0,1734,High,13317.12,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 1,1,February,Amarilla,Government,962500.0,350.0,715000.0,0.0,962500.0,260,2,247500.0,25.71,350,715000.0,2750,,247500.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 1,1,February,Carretera,Channel Partners,21261.0,11.4,5595.0,1119.0,22380.0,3,2,15666.0,73.68,12,5595.0,1865,Medium,15666.0,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 1,1,February,Montana,Government,1763.86,6.02,1465.0,287.14,2051.0,5,2,298.86,16.94,7,1465.0,293,High,298.8599999999999,Good,Low,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 1,1,February,Paseo,Government,24757.0,19.0,13030.0,1303.0,26060.0,10,2,11727.0,47.37,20,13030.0,1303,Medium,11727.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 1,1,February,Paseo,Midmarket,34095.6,14.85,22960.0,344.4,34440.0,10,2,11135.6,32.66,15,22960.0,2296,Low,11135.6,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2014,Qtr 1,1,February,Velo,Enterprise,225500.0,125.0,216480.0,0.0,225500.0,120,2,9020.0,4.0,125,216480.0,1804,,9020.0,Low,High,Medium,Yes,High,High,ENT,Star
France,2014,Qtr 1,1,February,VTT,Small Business,267561.0,279.0,239750.0,20139.0,287700.0,250,2,27811.0,10.39,300,239750.0,959,Medium,27811.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 1,1,March,Amarilla,Small Business,631125.0,255.0,618750.0,111375.0,742500.0,260,3,12375.0,1.96,300,618750.0,2475,High,12375.0,Low,High,High,Yes,High,High,SMB,Star
France,2014,Qtr 1,1,March,Carretera,Government,545055.0,304.5,465400.0,81445.0,626500.0,3,3,79655.0,14.61,350,465400.0,1790,High,79655.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 1,1,March,Montana,Midmarket,34513.8,13.8,25010.0,3001.2,37515.0,5,3,9503.8,27.54,15,25010.0,2501,Medium,9503.800000000005,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2014,Qtr 1,1,March,Paseo,Enterprise,283218.75,118.75,286200.0,14906.25,298125.0,10,3,-2981.25,-1.05,125,286200.0,2385,Medium,-2981.25,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 1,1,March,Paseo,Government,35172.0,18.0,19540.0,3908.0,39080.0,10,3,15632.0,44.44,20,19540.0,1954,High,15632.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 1,1,March,Velo,Channel Partners,21479.64,10.92,5901.0,2124.36,23604.0,120,3,15578.64,72.53,12,5901.0,1967,Medium,15578.64,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 1,1,March,VTT,Government,9184.56,6.16,7455.0,1252.44,10437.0,250,3,1729.56,18.83,7,7455.0,1491,High,1729.5599999999995,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,April,Carretera,Enterprise,514524.375,121.2357,509220.0,15913.125,530437.5,3,4,5304.375,1.03,125,509220.0,4244,Low,5304.375,Low,High,Medium,Yes,High,High,ENT,Star
France,2014,Qtr 2,1,April,Montana,Small Business,468072.0,264.0,443250.0,63828.0,531900.0,5,4,24822.0,5.3,300,443250.0,1773,High,24822.0,Low,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 2,1,April,Paseo,Government,15774.36,6.23,12660.0,1949.64,17724.0,10,4,3114.36,19.74,7,12660.0,2532,High,3114.3600000000006,Good,High,Medium,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,April,Paseo,Midmarket,53594.1,14.1,38010.0,3420.9,57015.0,10,4,15584.1,29.08,15,38010.0,3801,Medium,15584.1,Excellent,High,High,Yes,Medium,Medium,MID,Normal
France,2014,Qtr 2,1,April,Velo,Government,76507.2,19.8,38640.0,772.8,77280.0,120,4,37867.2,49.49,20,38640.0,3864,Low,37867.2,Excellent,High,Very High,Yes,Medium,Medium,GOV,Normal
France,2014,Qtr 2,1,April,VTT,Channel Partners,19401.66,11.1632,5215.5,1460.34,20862.0,250,4,14186.16,73.12,12,5215.5,1738,Medium,14186.16,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 2,1,April,VTT,Government,184989.0,322.2805,149370.0,16086.0,201075.0,250,4,35619.0,19.25,350,149370.0,574,Medium,35619.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 2,1,May,Amarilla,Enterprise,159421.25,111.25,171960.0,19703.75,179125.0,260,5,-12538.75,-7.87,125,171960.0,1433,High,-12538.75,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 2,1,May,Carretera,Government,29697.0,19.0,15630.0,1563.0,31260.0,3,5,14067.0,47.37,20,15630.0,1563,Medium,14067.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,May,Montana,Government,530621.0,318.5,433160.0,52479.0,583100.0,5,5,97461.0,18.37,350,433160.0,1666,Medium,97461.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 2,1,May,Paseo,Government,7137.9,6.93,5150.0,72.1,7210.0,10,5,1987.9,27.85,7,5150.0,1030,Low,1987.9,Excellent,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,May,Paseo,Small Business,269892.0,294.0,229500.0,5508.0,275400.0,10,5,40392.0,14.97,300,229500.0,918,Low,40392.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 2,1,May,Velo,Midmarket,36031.5,12.75,28260.0,6358.5,42390.0,120,5,7771.5,21.57,15,28260.0,2826,High,7771.5,Excellent,High,Medium,Yes,Low,Low,MID,Normal
France,2014,Qtr 2,1,May,VTT,Channel Partners,9976.32,11.52,2598.0,415.68,10392.0,250,5,7378.32,73.96,12,2598.0,866,Low,7378.32,Excellent,High,Medium,Yes,Low,Low,CP,Normal
France,2014,Qtr 2,1,June,Amarilla,Government,7247.1,6.09,5950.0,1082.9,8330.0,260,6,1297.1,17.9,7,5950.0,1190,High,1297.1000000000004,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,June,Amarilla,Government,37980.0,20.0,18990.0,0.0,37980.0,260,6,18990.0,50.0,20,18990.0,1899,,18990.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,June,Carretera,Midmarket,32670.0,15.0,21780.0,0.0,32670.0,3,6,10890.0,33.33,15,21780.0,2178,,10890.0,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2014,Qtr 2,1,June,Carretera,Small Business,124992.0,279.0,112000.0,9408.0,134400.0,3,6,12992.0,10.39,300,112000.0,448,Medium,12992.0,Good,High,High,Yes,High,High,SMB,Star
France,2014,Qtr 2,1,June,Montana,Channel Partners,22127.64,11.64,5703.0,684.36,22812.0,5,6,16424.64,74.23,12,5703.0,1901,Low,16424.64,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 2,1,June,Montana,Government,37980.0,20.0,18990.0,0.0,37980.0,5,6,18990.0,50.0,20,18990.0,1899,,18990.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,June,Paseo,Channel Partners,22127.64,11.64,5703.0,684.36,22812.0,10,6,16424.64,74.23,12,5703.0,1901,Low,16424.64,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 2,1,June,Paseo,Enterprise,97391.25,123.75,94440.0,983.75,98375.0,10,6,2951.25,3.03,125,94440.0,787,Low,2951.25,Low,High,Medium,Yes,Medium,Medium,ENT,Normal
France,2014,Qtr 2,1,June,Paseo,Government,492184.0,329.0,388960.0,31416.0,523600.0,10,6,103224.0,20.97,350,388960.0,1496,Medium,103224.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 2,1,June,Paseo,Small Business,124992.0,279.0,112000.0,9408.0,134400.0,10,6,12992.0,10.39,300,112000.0,448,Medium,12992.0,Good,High,High,Yes,High,High,SMB,Star
France,2014,Qtr 2,1,June,Velo,Government,7247.1,6.09,5950.0,1082.9,8330.0,120,6,1297.1,17.9,7,5950.0,1190,High,1297.1000000000004,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 2,1,June,Velo,Government,492184.0,329.0,388960.0,31416.0,523600.0,120,6,103224.0,20.97,350,388960.0,1496,Medium,103224.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 2,1,June,VTT,Enterprise,97391.25,123.75,94440.0,983.75,98375.0,250,6,2951.25,3.03,125,94440.0,787,Low,2951.25,Low,High,Medium,Yes,Medium,Medium,ENT,Normal
France,2014,Qtr 2,1,June,VTT,Midmarket,32670.0,15.0,21780.0,0.0,32670.0,250,6,10890.0,33.33,15,21780.0,2178,,10890.0,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2014,Qtr 3,1,July,Amarilla,Government,21076.44,6.1591,17107.5,2874.06,23950.5,260,7,3968.94,18.83,7,17107.5,3422,High,3968.939999999999,Good,High,Medium,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,July,Montana,Government,27234.9,19.7928,13755.0,275.1,27510.0,5,7,13479.9,49.49,20,13755.0,1376,Low,13479.9,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,July,Paseo,Channel Partners,25904.34,10.6778,7276.5,3201.66,29106.0,10,7,18627.84,71.91,12,7276.5,2426,High,18627.84,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 3,1,July,Paseo,Enterprise,358560.0,120.0,358560.0,14940.0,373500.0,10,7,0.0,0.0,125,358560.0,2988,Low,0.0,Loss,Low,Low,No,High,High,ENT,Normal
France,2014,Qtr 3,1,July,Velo,Government,201285.0,315.0,166140.0,22365.0,223650.0,120,7,35145.0,17.46,350,166140.0,639,High,35145.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 3,1,July,Velo,Small Business,462861.0,279.0,414750.0,34839.0,497700.0,120,7,48111.0,10.39,300,414750.0,1659,Medium,48111.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 3,1,July,VTT,Midmarket,51143.4,13.2017,38745.0,6974.1,58117.5,250,7,12398.4,24.24,15,38745.0,3874,High,12398.4,Excellent,High,High,Yes,Medium,Medium,MID,Normal
France,2014,Qtr 3,1,August,Amarilla,Channel Partners,25542.0,10.32,7425.0,4158.0,29700.0,260,8,18117.0,70.93,12,7425.0,2475,High,18117.0,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 3,1,August,Carretera,Enterprise,124737.5,106.25,140880.0,22012.5,146750.0,3,8,-16142.5,-12.94,125,140880.0,1174,High,-16142.5,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 3,1,August,Montana,Small Business,431112.0,276.0,390500.0,37488.0,468600.0,5,8,40612.0,9.42,300,390500.0,1562,Medium,40612.0,Low,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 3,1,August,Paseo,Government,16418.64,6.09,13480.0,2453.36,18872.0,10,8,2938.64,17.9,7,13480.0,2696,High,2938.6399999999994,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,August,Paseo,Midmarket,29308.95,13.95,21010.0,2206.05,31515.0,10,8,8298.95,28.32,15,21010.0,2101,Medium,8298.95,Excellent,High,Medium,Yes,Low,Low,MID,Normal
France,2014,Qtr 3,1,August,Velo,Government,30001.0,19.0,15790.0,1579.0,31580.0,120,8,14211.0,47.37,20,15790.0,1579,Medium,14211.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,August,VTT,Government,122682.0,322.0,99060.0,10668.0,133350.0,250,8,23622.0,19.25,350,99060.0,381,Medium,23622.0,Good,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 3,1,September,Amarilla,Government,936138.0,325.5,747760.0,70462.0,1006600.0,260,9,188378.0,20.12,350,747760.0,2876,Medium,188378.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 3,1,September,Carretera,Channel Partners,31731.48,11.88,8013.0,320.52,32052.0,3,9,23718.48,74.75,12,8013.0,2671,Low,23718.48,Excellent,High,Very High,Yes,Low,Low,CP,Normal
France,2014,Qtr 3,1,September,Montana,Government,3693.76,6.79,2720.0,114.24,3808.0,5,9,973.76,26.36,7,2720.0,544,Low,973.7600000000002,Excellent,Medium,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,September,Paseo,Government,28551.0,18.6,15350.0,2149.0,30700.0,10,9,13201.0,46.24,20,15350.0,1535,Medium,13201.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 3,1,September,Paseo,Midmarket,37335.0,14.25,26200.0,1965.0,39300.0,10,9,11135.0,29.82,15,26200.0,2620,Medium,11135.0,Excellent,High,High,Yes,Low,Low,MID,Normal
France,2014,Qtr 3,1,September,Velo,Enterprise,70443.75,106.25,79560.0,12431.25,82875.0,120,9,-9116.25,-12.94,125,79560.0,663,High,-9116.25,Loss,Low,Low,No,Medium,Medium,ENT,Problem
France,2014,Qtr 3,1,September,VTT,Small Business,645300.0,300.0,537750.0,0.0,645300.0,250,9,107550.0,16.67,300,537750.0,2151,,107550.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 4,1,October,Amarilla,Channel Partners,14375.76,10.32,4179.0,2340.24,16716.0,260,10,10196.76,70.93,12,4179.0,1393,High,10196.76,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 4,1,October,Amarilla,Government,10420.62,6.02,8655.0,1696.38,12117.0,260,10,1765.62,16.94,7,8655.0,1731,High,1765.6200000000008,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 4,1,October,Carretera,Enterprise,271561.25,111.25,292920.0,33563.75,305125.0,3,10,-21358.75,-7.87,125,292920.0,2441,High,-21358.75,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 4,1,October,Carretera,Small Business,608499.0,279.0,545250.0,45801.0,654300.0,3,10,63249.0,10.39,300,545250.0,2181,Medium,63249.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 4,1,October,Montana,Government,36753.6,18.6,19760.0,2766.4,39520.0,5,10,16993.6,46.24,20,19760.0,1976,Medium,16993.6,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 4,1,October,Montana,Small Business,608499.0,279.0,545250.0,45801.0,654300.0,5,10,63249.0,10.39,300,545250.0,2181,Medium,63249.0,Good,High,Very High,Yes,High,High,SMB,Star
France,2014,Qtr 4,1,October,Paseo,Channel Partners,14375.76,10.32,4179.0,2340.24,16716.0,10,10,10196.76,70.93,12,4179.0,1393,High,10196.76,Excellent,High,High,Yes,Low,Low,CP,Normal
France,2014,Qtr 4,1,October,Paseo,Enterprise,271561.25,111.25,292920.0,33563.75,305125.0,10,10,-21358.75,-7.87,125,292920.0,2441,High,-21358.75,Loss,Low,Low,No,High,High,ENT,Problem
France,2014,Qtr 4,1,October,Paseo,Government,10420.62,6.02,8655.0,1696.38,12117.0,10,10,1765.62,16.94,7,8655.0,1731,High,1765.6200000000008,Good,High,Low,Yes,Low,Low,GOV,Normal
France,2014,Qtr 4,1,October,Paseo,Midmarket,16748.55,13.65,12270.0,1656.45,18405.0,10,10,4478.55,26.74,15,12270.0,1227,Medium,4478.549999999999,Excellent,High,Medium,Yes,Low,Low,MID,Normal
France,2014,Qtr 4,1,October,Velo,Government,731472.0,336.0,566020.0,30478.0,761950.0,120,10,165452.0,22.62,350,566020.0,2177,Low,165452.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 4,1,October,Velo,Government,36753.6,18.6,19760.0,2766.4,39520.0,120,10,16993.6,46.24,20,19760.0,1976,Medium,16993.6,Excellent,High,High,Yes,Low,Low,GOV,Normal
France,2014,Qtr 4,1,October,VTT,Government,731472.0,336.0,566020.0,30478.0,761950.0,250,10,165452.0,22.62,350,566020.0,2177,Low,165452.0,Excellent,High,Very High,Yes,High,High,GOV,Star
France,2014,Qtr 4,1,October,VTT,Midmarket,16748.55,13.65,12270.0,1656.45,18405.0,250,10,4478.55,26.74,15,12270.0,1227,Medium,4478.549999999999,Excellent,High,Medium,Yes,Low,Low,MID,Normal
